site_code,pop_class,County,,Address,Full FIPS
213003,Suburban,Sacramento County,,"7001 Fair Oaks Blvd, Carmichael, CA, 95608",6067007602
223031,Suburban,Sacramento County,,"3324 Oak Stream Ct, Carmichael, CA, 95608",6067007602
213062,Suburban,Sacramento County,,"4401 Bela Way, Carmichael, CA, 95608",6067007603
223065,,Sacramento County,,"4315 Kilcher Ct, Carmichael, CA, 95608",6067007603
203020,Suburban,Sacramento County,,"4841 Hackberry Ln, Sacramento, CA, 95841",6067007604
222020,Suburban,Sacramento County,,"5613 Omni Dr, Sacramento, CA, 95841",6067007604
251004,Rural,Sacramento County,,"5325 El Camino Ave, Carmichael, CA, 95608",6067007701
204040,Suburban,Sacramento County,,"2001 Lambeth Way, Carmichael, CA, 95608",6067007702
205027,Suburban,Sacramento County,,"1917 Lowland Ct, Carmichael, CA, 95608",6067007702
213018,Suburban,Sacramento County,,"5611 Fair Oaks Blvd, Carmichael, CA, 95608",6067007702
214014,Suburban,Sacramento County,,"2312 Homewood Way, Carmichael, CA, 95608",6067007702
223055,Suburban,Sacramento County,,"5537 Wyndham Hill Ct, Carmichael, CA, 95608",6067007702
212010,Suburban,Sacramento County,,"8520 Fair Oaks Blvd, Carmichael, CA, 95608",6067007801
213039,Suburban,Sacramento County,,"6425 Grant Ave, Carmichael, CA, 95608",6067007801
223006,Rural,Sacramento County,,"6341 Tarshes Dr, Carmichael, CA, 95608",6067007802
214011,Suburban,Sacramento County,,"6274 Heathcliff Dr, Carmichael, CA, 95608",6067007903
213032,Suburban,Sacramento County,,"7251 Sumter Dr, Fair Oaks, CA, 95628",6067007905
214013,Suburban,Sacramento County,,"4269 Jan Dr, Carmichael, CA, 95608",6067007906
205020,Suburban,Sacramento County,,"5391 Long Canyon Dr, Fair Oaks, CA, 95628",6067008005
215011,Suburban,Sacramento County,,"8966 Cliffside Ln, Fair Oaks, CA, 95628",6067008005
215012,Suburban,Sacramento County,,"4854 Main Ave, Fair Oaks, CA, 95628",6067008005
233077,,Sacramento County,,"9048 Windcove Ct, Fair Oaks, CA, 95628",6067008005
254025,Rural,Sacramento County,,"9369 Winding Oak Dr, Fair Oaks, CA, 95628",6067008005
255010,Rural,Sacramento County,,"4878 Main Ave, Fair Oaks, CA, 95628",6067008005
214053,Suburban,Sacramento County,,"5310 Lincoln Villa Way, Fair Oaks, CA, 95628",6067008006
254033,Rural,Sacramento County,,"7500 Madison Ave, Fair Oaks, CA, 95628",6067008007
204019,Suburban,Sacramento County,,"8218 Bramhall Way, Fair Oaks, CA, 95628",6067008008
222066,Suburban,Sacramento County,,"5119 Buena Vista Ave, Fair Oaks, CA, 95628",6067008008
235011,Rural,Sacramento County,,"11601 Fair Oaks Blvd, Fair Oaks, CA, 95628",6067008008
201005,Rural,Sacramento County,,"8230 Finisterre Ct, Fair Oaks, CA, 95628",6067008009
213035,Suburban,Sacramento County,,"4238 Main St, Fair Oaks, CA, 95628",6067008009
214007,Suburban,Sacramento County,,"8474 Sunset Ave, Fair Oaks, CA, 95628",6067008009
203024,Suburban,Sacramento County,,"7676 Winding Way, Fair Oaks, CA, 95628",6067008010
215023,Suburban,Sacramento County,,"7640 Tobia Way, Fair Oaks, CA, 95628",6067008010
204008,Suburban,Sacramento County,,"7733 Lauppe Ln, Citrus Heights, CA, 95621",6067008111
204010,Suburban,Sacramento County,,"7400 Carriage Dr, Citrus Heights, CA, 95621",6067008111
204095,Urban,Sacramento County,,"7306 Tartanilla Cir, Citrus Heights, CA, 95621",6067008111
232037,Suburban,Sacramento County,,"7605 Lauppe Ln, Citrus Heights, CA, 95621",6067008111
204071,Urban,Sacramento County,,"7309 Bayoak Way, Citrus Heights, CA, 95621",6067008113
204072,Urban,Sacramento County,,"7316 Windfall Way, Citrus Heights, CA, 95621",6067008113
204073,Urban,Sacramento County,,"7316 Woodruff Way, Citrus Heights, CA, 95621",6067008113
204074,Urban,Sacramento County,,"7320 Black Oaks Way, Citrus Heights, CA, 95621",6067008113
204075,Urban,Sacramento County,,"7341 Woodruff Way, Citrus Heights, CA, 95621",6067008113
204076,Urban,Sacramento County,,"7357 Bayoak Way, Citrus Heights, CA, 95621",6067008113
204078,Urban,Sacramento County,,"7371 Fallwood Way, Citrus Heights, CA, 95621",6067008113
204080,Urban,Sacramento County,,"7395 Woodruff Way, Citrus Heights, CA, 95621",6067008113
204087,Urban,Sacramento County,,"7445 Auburn Oaks Ct, Citrus Heights, CA, 95621",6067008113
204088,Urban,Sacramento County,,"8537 Auburn Blvd, Citrus Heights, CA, 95610",6067008113
204089,Urban,Sacramento County,,"8391 Auburn Blvd, Citrus Heights, CA, 95610",6067008113
204090,Urban,Sacramento County,,"7363 Bellflower Ct, Citrus Heights, CA, 95621",6067008113
204091,Urban,Sacramento County,,"8312 Begonia Ct, Citrus Heights, CA, 95621",6067008113
204093,Urban,Sacramento County,,"8202 Cordelia Cir, Citrus Heights, CA, 95621",6067008113
204094,Urban,Sacramento County,,"8246 Cordelia Cir, Citrus Heights, CA, 95621",6067008113
204096,Urban,Sacramento County,,"8304 Deville Oaks Way, Citrus Heights, CA, 95621",6067008113
204120,Urban,Sacramento County,,"7483 Rollingwood Blvd, Citrus Heights, CA, 95621",6067008113
204121,Urban,Sacramento County,,"8336 Tallow Wood Way, Citrus Heights, CA, 95621",6067008113
204288,Urban,Sacramento County,,"8329 Deville Oaks Way, Citrus Heights, CA, 95621",6067008113
204289,Urban,Sacramento County,,"8321 Deville Oaks Way, Citrus Heights, CA, 95621",6067008113
204290,Urban,Sacramento County,,"8359 Deville Oaks Way, Citrus Heights, CA, 95621",6067008113
204291,Urban,Sacramento County,,"8212 Baymore Way, Citrus Heights, CA, 95621",6067008113
204292,Urban,Sacramento County,,"7445 Rollingwood Blvd, Citrus Heights, CA, 95621",6067008113
204293,Urban,Sacramento County,,"7453 Sandalwood Dr, Citrus Heights, CA, 95621",6067008113
204294,Urban,Sacramento County,,"8262 Cordelia Cir, Citrus Heights, CA, 95621",6067008113
204295,Urban,Sacramento County,,"7365 Woodruff Way, Citrus Heights, CA, 95621",6067008113
204296,Urban,Sacramento County,,"7383 Sandalwood Dr, Citrus Heights, CA, 95621",6067008113
204315,Urban,Sacramento County,,"7801 Auburn Blvd, Citrus Heights, CA, 95610",6067008113
204316,Suburban,Sacramento County,,"7400 Brook Dale Dr, Citrus Heights, CA, 95621",6067008113
204318,Urban,Sacramento County,,"7441 Brook Dale Dr, Citrus Heights, CA, 95621",6067008113
204319,Suburban,Sacramento County,,"7457 Grand Oaks Blvd, Citrus Heights, CA, 95621",6067008113
204320,Suburban,Sacramento County,,"7437 Morningside Way, Citrus Heights, CA, 95621",6067008113
204321,Urban,Sacramento County,,"7457 Autumn Ave, Citrus Heights, CA, 95621",6067008113
204322,Urban,Sacramento County,,"7409 Autumn Ave, Citrus Heights, CA, 95621",6067008113
204323,Urban,Sacramento County,,"7421 Summer Ave, Citrus Heights, CA, 95621",6067008113
204324,Urban,Sacramento County,,"7437 Evening Way, Citrus Heights, CA, 95621",6067008113
204325,Urban,Sacramento County,,"7920 Dogwood Way, Citrus Heights, CA, 95621",6067008113
204326,Urban,Sacramento County,,"7931 Dogwood Way, Citrus Heights, CA, 95621",6067008113
204327,Urban,Sacramento County,,"7916 Julia Ct, Citrus Heights, CA, 95621",6067008113
204328,Urban,Sacramento County,,"7904 Julia Ct, Citrus Heights, CA, 95621",6067008113
204329,Urban,Sacramento County,,"7308 Grand Oaks Blvd, Citrus Heights, CA, 95621",6067008113
204330,Urban,Sacramento County,,"8031 Red Oaks Ct, Citrus Heights, CA, 95621",6067008113
204331,Urban,Sacramento County,,"8018 Casuarnia Ct, Citrus Heights, CA, 95621",6067008113
204332,Urban,Sacramento County,,"7101 Sweetwood Ct, Citrus Heights, CA, 95621",6067008113
204333,Urban,Sacramento County,,"7905 Picnic Ct, Citrus Heights, CA, 95621",6067008113
204334,Urban,Sacramento County,,"7832 Tabare Ct, Citrus Heights, CA, 95621",6067008113
233116,Suburban,Sacramento County,,"7482 Bellbrook Ct, Citrus Heights, CA, 95621",6067008113
254010,Rural,Sacramento County,,"5448 Edgerly Way, Carmichael, CA, 95608",6067008117
204011,Suburban,Sacramento County,,"6832 Woodlock Way, Citrus Heights, CA, 95621",6067008119
204015,Suburban,Sacramento County,,"7129 Mary Ann Way, Citrus Heights, CA, 95621",6067008119
213022,Suburban,Sacramento County,,"6722 Connemara Cir, Citrus Heights, CA, 95621",6067008119
214003,Suburban,Sacramento County,,"5437 Bartig Way, Citrus Heights, CA, 95621",6067008119
204030,Suburban,Sacramento County,,"13125 Fair Oaks Blvd, Citrus Heights, CA, 95610",6067008120
203021,Suburban,Sacramento County,,"8069 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008124
204023,Suburban,Sacramento County,,"8033 Glen Tree Dr, Citrus Heights, CA, 95610",6067008124
215016,Suburban,Sacramento County,,"8312 Zephyr Creek Ct, Citrus Heights, CA, 95610",6067008124
222010,Suburban,Sacramento County,,"8303 Newbridge Way, Citrus Heights, CA, 95610",6067008124
233044,Suburban,Sacramento County,,"8050 Garryanna Dr, Citrus Heights, CA, 95610",6067008124
204018,Suburban,Sacramento County,,"8481 Day Lillies Ln, Citrus Heights, CA, 95610",6067008125
204022,Suburban,Sacramento County,,"8351 Citruswood Ln, Citrus Heights, CA, 95610",6067008125
204024,Suburban,Sacramento County,,"8257 Oak Ave, Citrus Heights, CA, 95610",6067008125
204261,Urban,Sacramento County,,"6636 Cranberry Ct, Citrus Heights, CA, 95621",6067008127
204345,Urban,Sacramento County,,"6664 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204346,Urban,Sacramento County,,"6624 Cranberry Ct, Citrus Heights, CA, 95621",6067008127
204347,Urban,Sacramento County,,"6609 Posten Way, Citrus Heights, CA, 95621",6067008127
204348,Urban,Sacramento County,,"8011 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204349,Urban,Sacramento County,,"7932 Brimstone Dr, Citrus Heights, CA, 95621",6067008127
204350,Urban,Sacramento County,,"6604 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204351,Urban,Sacramento County,,"8017 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204352,Urban,Sacramento County,,"8001 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204353,Urban,Sacramento County,,"6612 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204354,Urban,Sacramento County,,"6644 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204357,Urban,Sacramento County,,"8243 Butternut Dr, Citrus Heights, CA, 95621",6067008127
204365,Urban,Sacramento County,,"8224 Yardgate Way, Citrus Heights, CA, 95621",6067008127
204366,Urban,Sacramento County,,"6305 Outlook Dr, Citrus Heights, CA, 95621",6067008127
204367,Urban,Sacramento County,,"8270 Tanoak Way, Citrus Heights, CA, 95621",6067008127
204368,Urban,Sacramento County,,"6437 Briartree Way, Citrus Heights, CA, 95621",6067008127
204369,Urban,Sacramento County,,"8032 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204370,Urban,Sacramento County,,"6817 Leaoak Ct, Citrus Heights, CA, 95621",6067008127
204371,Urban,Sacramento County,,"6823 Outlook Dr, Citrus Heights, CA, 95621",6067008127
204372,Urban,Sacramento County,,"8241 Tanoak Way, Citrus Heights, CA, 95621",6067008127
204373,Urban,Sacramento County,,"6601 Kaestner Ct, Citrus Heights, CA, 95621",6067008127
204374,Urban,Sacramento County,,"8016 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204375,Urban,Sacramento County,,"6621 Cranberry Ct, Citrus Heights, CA, 95621",6067008127
204376,Urban,Sacramento County,,"6629 Cranberry Ct, Citrus Heights, CA, 95621",6067008127
204377,Urban,Sacramento County,,"6668 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204378,Urban,Sacramento County,,"6628 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204380,Urban,Sacramento County,,"6627 Branchwater Way, Citrus Heights, CA, 95621",6067008127
204381,Urban,Sacramento County,,"6649 Posten Way, Citrus Heights, CA, 95621",6067008127
204382,Urban,Sacramento County,,"7924 Brimstone Dr, Citrus Heights, CA, 95621",6067008127
204383,Urban,Sacramento County,,"7936 Brimstone Dr, Citrus Heights, CA, 95621",6067008127
204384,Urban,Sacramento County,,"8019 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204385,Urban,Sacramento County,,"8025 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204386,Urban,Sacramento County,,"8008 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204387,Urban,Sacramento County,,"6612 Posten Way, Citrus Heights, CA, 95621",6067008127
204388,Urban,Sacramento County,,"6625 Posten Way, Citrus Heights, CA, 95621",6067008127
204389,Urban,Sacramento County,,"6636 Posten Way, Citrus Heights, CA, 95621",6067008127
204390,Urban,Sacramento County,,"6624 Posten Way, Citrus Heights, CA, 95621",6067008127
204391,Urban,Sacramento County,,"6513 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204392,Urban,Sacramento County,,"8265 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204393,Urban,Sacramento County,,"8221 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204394,Urban,Sacramento County,,"8028 Ravencrest Way, Citrus Heights, CA, 95621",6067008127
204395,Urban,Sacramento County,,"8057 Cornerstone Way, Citrus Heights, CA, 95621",6067008127
204396,Urban,Sacramento County,,"8049 Ravencrest Way, Citrus Heights, CA, 95621",6067008127
204397,Urban,Sacramento County,,"6534 Grey Oak Ct, Citrus Heights, CA, 95621",6067008127
204398,Urban,Sacramento County,,"8080 Cornerstone Way, Citrus Heights, CA, 95621",6067008127
204399,Urban,Sacramento County,,"8119 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204400,Urban,Sacramento County,,"8041 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204401,Urban,Sacramento County,,"6520 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204402,Urban,Sacramento County,,"6408 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204403,Urban,Sacramento County,,"8332 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204404,Urban,Sacramento County,,"7923 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204405,Urban,Sacramento County,,"6349 Sorrell Ct, Citrus Heights, CA, 95621",6067008127
204406,Urban,Sacramento County,,"7851 Cobra Ct, Citrus Heights, CA, 95621",6067008127
204407,Urban,Sacramento County,,"6305 Blackstar Dr, Citrus Heights, CA, 95621",6067008127
204408,Urban,Sacramento County,,"7848 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204409,Urban,Sacramento County,,"6424 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204410,Urban,Sacramento County,,"6444 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204411,Urban,Sacramento County,,"8021 Peppertree Way, Citrus Heights, CA, 95621",6067008127
204412,Urban,Sacramento County,,"8048 Peppertree Way, Citrus Heights, CA, 95621",6067008127
204413,Urban,Sacramento County,,"8080 Ramblewood Way, Citrus Heights, CA, 95621",6067008127
204414,Urban,Sacramento County,,"8068 Ramblewood Way, Citrus Heights, CA, 95621",6067008127
204415,Urban,Sacramento County,,"8001 Ramblewood Way, Citrus Heights, CA, 95621",6067008127
204416,Urban,Sacramento County,,"8308 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204417,Urban,Sacramento County,,"8240 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204418,Urban,Sacramento County,,"8000 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204419,Urban,Sacramento County,,"7940 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204420,Urban,Sacramento County,,"7936 Summerplace Dr, Citrus Heights, CA, 95621",6067008127
204421,Urban,Sacramento County,,"8137 Rattan Way, Citrus Heights, CA, 95621",6067008127
204422,Urban,Sacramento County,,"6506 Briartree Way, Citrus Heights, CA, 95621",6067008127
204423,Urban,Sacramento County,,"8124 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204424,Urban,Sacramento County,,"8104 Zenith Dr, Citrus Heights, CA, 95621",6067008127
204425,Urban,Sacramento County,,"6561 Briartree Way, Citrus Heights, CA, 95621",6067008127
204426,Urban,Sacramento County,,"8100 Rattan Way, Citrus Heights, CA, 95621",6067008127
204427,Urban,Sacramento County,,"6616 Briartree Way, Citrus Heights, CA, 95621",6067008127
204428,Urban,Sacramento County,,"6649 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204429,Urban,Sacramento County,,"8101 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204430,Urban,Sacramento County,,"6617 Carmelwood Dr, Citrus Heights, CA, 95621",6067008127
204431,Urban,Sacramento County,,"8025 Butternut Dr, Citrus Heights, CA, 95621",6067008127
204432,Urban,Sacramento County,,"8004 Lichen Dr, Citrus Heights, CA, 95621",6067008127
204433,Urban,Sacramento County,,"8032 Buttonwood Way, Citrus Heights, CA, 95621",6067008127
204434,Urban,Sacramento County,,"8051 Mimosa Ct, Citrus Heights, CA, 95621",6067008127
204435,Urban,Sacramento County,,"6900 Treelark Way, Citrus Heights, CA, 95621",6067008127
204436,Urban,Sacramento County,,"6838 Treelark Way, Citrus Heights, CA, 95621",6067008127
204437,Urban,Sacramento County,,"8043 Mimosa Ct, Citrus Heights, CA, 95621",6067008127
204438,Urban,Sacramento County,,"8101 Buttonwood Way, Citrus Heights, CA, 95621",6067008127
204439,Urban,Sacramento County,,"6824 Treebine Ave, Citrus Heights, CA, 95621",6067008127
204440,Urban,Sacramento County,,"8057 Butternut Dr, Citrus Heights, CA, 95621",6067008127
204013,Suburban,Sacramento County,,"212 Pau Hana Cir, Citrus Heights, CA, 95621",6067008128
204355,Urban,Sacramento County,,"7023 Canevalley Cir, Citrus Heights, CA, 95621",6067008128
204356,Urban,Sacramento County,,"8220 Brushcreek Ct, Citrus Heights, CA, 95621",6067008128
204358,Urban,Sacramento County,,"8317 Bramble Tree Way, Citrus Heights, CA, 95621",6067008128
204359,Urban,Sacramento County,,"8330 Willow Tree Way, Citrus Heights, CA, 95621",6067008128
204360,Urban,Sacramento County,,"148 Sage St, Citrus Heights, CA, 95621",6067008128
204361,Urban,Sacramento County,,"7305 St Albans Ct, Citrus Heights, CA, 95621",6067008128
204362,Urban,Sacramento County,,"183 Hemet Dr, Citrus Heights, CA, 95621",6067008128
204363,Urban,Sacramento County,,"7201 Blue Springs Way, Citrus Heights, CA, 95621",6067008128
204364,Urban,Sacramento County,,"8421 Lost Cavern Ct, Citrus Heights, CA, 95621",6067008128
214028,Suburban,Sacramento County,,"7267 Roca Way, Sacramento, CA, 95842",6067008130
233024,Suburban,Sacramento County,,"5512 Eastridge Dr, Sacramento, CA, 95842",6067008130
233036,Suburban,Sacramento County,,"7255 Candlestick Way, Sacramento, CA, 95842",6067008130
233060,Suburban,Sacramento County,,"5839 Tree Hill Ct, Citrus Heights, CA, 95621",6067008131
204012,Suburban,Sacramento County,,"6504 Twin Park Dr, Citrus Heights, CA, 95621",6067008132
205016,Suburban,Sacramento County,,"5560 Palm Ave, Sacramento, CA, 95841",6067008133
204017,Suburban,Sacramento County,,"6018 Parkoaks Dr, Citrus Heights, CA, 95621",6067008134
222024,Suburban,Sacramento County,,"5963 Marlin Cir, Carmichael, CA, 95608",6067008134
234013,Suburban,Sacramento County,,"6027 Camden Cir, Citrus Heights, CA, 95621",6067008134
235020,Rural,Sacramento County,,"6400 Woodridge Ct, Citrus Heights, CA, 95621",6067008134
204077,Urban,Sacramento County,,"6220 Breeds Hill Ct, Citrus Heights, CA, 95621",6067008135
204005,Suburban,Sacramento County,,"7051 San Jacinto Ct, Citrus Heights, CA, 95621",6067008136
213024,Suburban,Sacramento County,,"5509 Mariposa Ave, Citrus Heights, CA, 95610",6067008137
204009,Suburban,Sacramento County,,"7570 Sylvan Valley Way, Citrus Heights, CA, 95610",6067008141
204029,Suburban,Sacramento County,,"6525 Sunrise Blvd, Citrus Heights, CA, 95610",6067008141
204221,Suburban,Sacramento County,,"6628 Trilby Ct, Citrus Heights, CA, 95610",6067008141
214034,Suburban,Sacramento County,,"6773 Mariposa Ave, Citrus Heights, CA, 95610",6067008141
204249,Suburban,Sacramento County,,"7784 Reno Ln, Citrus Heights, CA, 95610",6067008142
204250,Urban,Sacramento County,,"7729 Reno Ln, Citrus Heights, CA, 95610",6067008142
204251,Urban,Sacramento County,,"7681 Reno Ln, Citrus Heights, CA, 95610",6067008142
204270,Urban,Sacramento County,,"7632 Watson Way, Citrus Heights, CA, 95610",6067008142
204271,Urban,Sacramento County,,"7652 Watson Way, Citrus Heights, CA, 95610",6067008142
204272,Urban,Sacramento County,,"7722 Reno Ln, Citrus Heights, CA, 95610",6067008142
203014,Suburban,Sacramento County,,"7632 Scribner Ave, Citrus Heights, CA, 95610",6067008143
204002,Suburban,Sacramento County,,"7849 Patton Ave, Citrus Heights, CA, 95610",6067008143
204003,Suburban,Sacramento County,,"8315 Patton Ave, Citrus Heights, CA, 95610",6067008143
204016,Suburban,Sacramento County,,"7745 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204038,Suburban,Sacramento County,,"8051 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204039,Suburban,Sacramento County,,"8439 Donald Way, Citrus Heights, CA, 95610",6067008143
204054,Urban,Sacramento County,,"7589 Linden Ave, Citrus Heights, CA, 95610",6067008143
204055,Suburban,Sacramento County,,"8505 Pearl Way, Citrus Heights, CA, 95610",6067008143
204056,Suburban,Sacramento County,,"7665 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204058,Suburban,Sacramento County,,"7571 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204059,Urban,Sacramento County,,"8433 Jewel Way, Citrus Heights, CA, 95610",6067008143
204060,Urban,Sacramento County,,"8424 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204061,Urban,Sacramento County,,"8501 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204062,Urban,Sacramento County,,"7524 Linden Ave, Citrus Heights, CA, 95610",6067008143
204063,Urban,Sacramento County,,"7548 Linden Ave, Citrus Heights, CA, 95610",6067008143
204064,Urban,Sacramento County,,"7598 Linden Ave, Citrus Heights, CA, 95610",6067008143
204065,Suburban,Sacramento County,,"7630 Linden Ave, Citrus Heights, CA, 95610",6067008143
204066,Suburban,Sacramento County,,"7664 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204067,Urban,Sacramento County,,"7611 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204068,Suburban,Sacramento County,,"7543 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204069,Urban,Sacramento County,,"8335 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204070,Urban,Sacramento County,,"8431 Donald Way, Citrus Heights, CA, 95610",6067008143
204079,Urban,Sacramento County,,"8228 Holly Dr, Citrus Heights, CA, 95610",6067008143
204081,Urban,Sacramento County,,"7520 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204082,Urban,Sacramento County,,"7524 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204083,Urban,Sacramento County,,"7536 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204084,Urban,Sacramento County,,"7549 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204085,Urban,Sacramento County,,"7570 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204086,Urban,Sacramento County,,"8350 Auburn Blvd, Citrus Heights, CA, 95610",6067008143
204092,Urban,Sacramento County,,"8313 Cherry Leaf Ct, Citrus Heights, CA, 95610",6067008143
204097,Urban,Sacramento County,,"8431 Donald Way, Citrus Heights, CA, 95610",6067008143
204098,Urban,Sacramento County,,"8439 Donald Way, Citrus Heights, CA, 95610",6067008143
204099,Urban,Sacramento County,,"7715 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204100,Urban,Sacramento County,,"7765 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204101,Urban,Sacramento County,,"8412 Harper Way, Citrus Heights, CA, 95610",6067008143
204102,Urban,Sacramento County,,"8322 Holly Dr, Citrus Heights, CA, 95610",6067008143
204103,Suburban,Sacramento County,,"7670 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204104,Suburban,Sacramento County,,"8313 Holly Dr, Citrus Heights, CA, 95610",6067008143
204105,Suburban,Sacramento County,,"8212 Lee Dr, Citrus Heights, CA, 95610",6067008143
204106,Urban,Sacramento County,,"8293 Lee Dr, Citrus Heights, CA, 95610",6067008143
204107,Urban,Sacramento County,,"8228 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204108,Urban,Sacramento County,,"8264 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204109,Urban,Sacramento County,,"8335 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204110,Urban,Sacramento County,,"8348 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204111,Urban,Sacramento County,,"7664 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204112,Urban,Sacramento County,,"8169 Patton Ave, Citrus Heights, CA, 95610",6067008143
204113,Urban,Sacramento County,,"8232 Patton Ave, Citrus Heights, CA, 95610",6067008143
204114,Urban,Sacramento County,,"8250 Patton Ave, Citrus Heights, CA, 95610",6067008143
204115,Urban,Sacramento County,,"8315 Patton Ave, Citrus Heights, CA, 95610",6067008143
204116,Urban,Sacramento County,,"8417 Robie Way, Citrus Heights, CA, 95610",6067008143
204117,Urban,Sacramento County,,"7676 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204118,Urban,Sacramento County,,"7696 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204119,Urban,Sacramento County,,"8500 Robie Way, Citrus Heights, CA, 95610",6067008143
204122,Urban,Sacramento County,,"7632 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204123,Suburban,Sacramento County,,"7756 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204124,Urban,Sacramento County,,"7581 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204125,Suburban,Sacramento County,,"7681 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204126,Urban,Sacramento County,,"8201 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204127,Urban,Sacramento County,,"7593 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204128,Suburban,Sacramento County,,"8419 Pearl Way, Citrus Heights, CA, 95610",6067008143
204129,Suburban,Sacramento County,,"7629 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204130,Suburban,Sacramento County,,"7521 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204131,Urban,Sacramento County,,"7561 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204132,Urban,Sacramento County,,"7681 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204133,Urban,Sacramento County,,"7675 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204134,Urban,Sacramento County,,"8517 Pearl Way, Citrus Heights, CA, 95610",6067008143
204135,Suburban,Sacramento County,,"7634 Linden Ave, Citrus Heights, CA, 95610",6067008143
204136,Suburban,Sacramento County,,"7644 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204137,Suburban,Sacramento County,,"8436 Auburn Blvd, Citrus Heights, CA, 95610",6067008143
204138,Urban,Sacramento County,,"7685 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204139,Suburban,Sacramento County,,"7687 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204140,Urban,Sacramento County,,"7654 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204141,Urban,Sacramento County,,"8317 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204142,Urban,Sacramento County,,"7525 Linden Ave, Citrus Heights, CA, 95610",6067008143
